id,clinic_name,clinic_address_1
171,"Glass, Owens and Hines Clinic","No.583, 12, Subash Ambedkar Road, Station Road, Kallakurichi, Kallakurichi, Tamil Nadu - 606203. Ph: 04151-4288551"
172,Wiley Ltd Clinic,"No.789/B, 25, MGR Cross Street, Thiruvalluvar Salai, Cuddalore, Cuddalore, Tamil Nadu - 607506. Ph: 04142-2087272"
173,Daniel Ltd Clinic,"No.383/A, 33, Nehru East Street, North Veli Street, Paravai, Madurai, Tamil Nadu - 625002. Ph: 0452-4889983"
174,"Moran, Fernandez and Harris Clinic","No.915/1, 33, Vivekananda North Street, Trichy Road, RS Puram, Coimbatore, Tamil Nadu - 641039. Ph: 0422-2584183"
175,"Thompson, Daniels and Russell Clinic","No.635, 27, Vinayagar Periyar Street, Kumaran Road, Kangeyam, Tiruppur, Tamil Nadu - 641655. Ph: 0421-9441997"
176,"Hayes, Gallegos and Poole Clinic","No.740, 42, Rajaji Cross Street, Mount Road, Porur, Chennai, Tamil Nadu - 600075. Ph: 044-2722306"
177,"Stewart, Davis and Ross Clinic","No.84, 8, Rajaji West Street, Collectorate Road, Pudukkottai, Pudukottai, Tamil Nadu - 622193. Ph: 04322-4515465"
178,Herring-Lawson Clinic,"No.452/B, 42, Perumal New Street, Kangeyam Road, Tiruppur, Tiruppur, Tamil Nadu - 641677. Ph: 0421-7309939"
179,Ross and Sons Clinic,"No.135/A, 42, Perumal West Street, Harbour Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628628. Ph: 0461-8107872"
180,Rogers-Thompson Clinic,"No.515, 1, Rajaji 2nd Street, Salem Road, Dharmapuri, Dharmapuri, Tamil Nadu - 636789. Ph: 04342-3271149"
181,Lawrence LLC Clinic,"No.25, 6, Shiva Cross Street, Market Street, Dharmapuri, Dharmapuri, Tamil Nadu - 636756. Ph: 04342-9859298"
182,Wise Inc Clinic,"No.676, 18, MGR Kamaraj Road, Old Trunk Road, Udumalpet, Tiruppur, Tamil Nadu - 641636. Ph: 0421-3279391"
183,Fitzgerald PLC Clinic,"No.671, 19, MGR Bazaar Street, High Ground Road, Tirunelveli, Tirunelveli, Tamil Nadu - 627005. Ph: 0462-3688605"
184,"Garner, Williams and Khan Clinic","No.149, 26, Shiva Kamaraj Road, Old Mahabalipuram Road, Anna Nagar, Chennai, Tamil Nadu - 600101. Ph: 044-7696878"
185,Bell-Murphy Clinic,"No.357/2, 28, Bharathiar Kamaraj Road, 1st Main Road, Nungambakkam, Chennai, Tamil Nadu - 600036. Ph: 044-8513657"
186,Clark LLC Clinic,"No.659, 34, Murugan Old Street, Girivalam Road, Arni, Tiruvannamalai, Tamil Nadu - 606455. Ph: 04175-5684264"
187,"Greene, Barnes and Peters Clinic","No.603, 41, Perumal 2nd Street, Kamaraj Road, Udumalpet, Tiruppur, Tamil Nadu - 641626. Ph: 0421-6756978"
188,Anderson Group Clinic,"No.950, 4, Vivekananda Kovil Street, Mill Street, Udumalpet, Tiruppur, Tamil Nadu - 641663. Ph: 0421-8318412"
189,Meyers and Sons Clinic,"No.732/B, 18, Rajaji West Street, East Car Street, Kilvelur, Nagapattinam, Tamil Nadu - 611014. Ph: 04365-6244243"
190,Hull-Kim Clinic,"No.643/2, 36, Gandhi Big Street, West Car Street, Tiruvarur, Tiruvarur, Tamil Nadu - 612089. Ph: 04366-5749965"
191,Gill-Charles Clinic,"No.985/1, 13, Murugan 2nd Street, Old Mahabalipuram Road, Kodambakkam, Chennai, Tamil Nadu - 600050. Ph: 044-4534076"
192,Drake-Sparks Clinic,"No.881/B, 24, Indira West Street, Kangeyam Road, Dharapuram, Tiruppur, Tamil Nadu - 641601. Ph: 0421-4318309"
193,"Adkins, Vargas and Nelson Clinic","No.220/A, 10, Mariamman Kamaraj Road, Mysore Road, Pandalur, Nilgiris, Tamil Nadu - 643159. Ph: 0423-3762460"
194,Jones LLC Clinic,"No.360/A, 46, Patel 1st Street, Sathyamangalam Road, RS Puram, Coimbatore, Tamil Nadu - 641083. Ph: 0422-3795549"
195,Maldonado LLC Clinic,"No.371/1, 36, Nehru 3rd Street, Mettu Street, Lalgudi, Tiruchirappalli, Tamil Nadu - 620011. Ph: 0431-6559029"
196,"Charles, Green and Maxwell Clinic","No.256/1, 1, MGR North Street, 1st Main Road, Porur, Chennai, Tamil Nadu - 600020. Ph: 044-3983149"
197,Green-Mcguire Clinic,"No.493, 45, Shiva West Street, Gandhi Nagar, Arcot, Vellore, Tamil Nadu - 632004. Ph: 0416-6858096"
198,Henson Ltd Clinic,"No.966, 47, Shiva School Road, Girivalam Road, Arni, Tiruvannamalai, Tamil Nadu - 606624. Ph: 04175-3571730"
199,"Mckenzie, Valdez and Lindsey Clinic","No.999, 38, Vivekananda Main Road, Hospital Road, Devakottai, Sivaganga, Tamil Nadu - 630396. Ph: 04575-8044009"
200,Martinez Group Clinic,"No.262/2, 6, APJ Kalam 1st Street, Rajiv Gandhi Salai, Velachery, Chennai, Tamil Nadu - 600058. Ph: 044-4448901"
201,Bryan and Sons Clinic,"No.392, 34, Rajaji Ambedkar Road, Villupuram Road, Sankarapuram, Kallakurichi, Tamil Nadu - 606202. Ph: 04151-7206387"
202,Roberts-Roman Clinic,"No.249/A, 49, Murugan 1st Street, Collectorate Road, Karambakudi, Pudukottai, Tamil Nadu - 622446. Ph: 04322-4852832"
203,Nguyen LLC Clinic,"No.552, 28, Vivekananda Periyar Street, Arcot Road, Wallajah, Vellore, Tamil Nadu - 632006. Ph: 0416-5132865"
204,"Scott, Gomez and Collins Clinic","No.631/B, 12, Nehru Tank Street, Race Course Road, Gandhipuram, Coimbatore, Tamil Nadu - 641029. Ph: 0422-5631227"
205,Bautista-Smith Clinic,"No.793/1, 36, Nehru 3rd Street, Kalam Road, Ramanathapuram, Ramanathapuram, Tamil Nadu - 623674. Ph: 04567-5276070"
206,Horton-Williams Clinic,"No.61/2, 11, Bharathiar Main Road, Kalavasal, Usilampatti, Madurai, Tamil Nadu - 625003. Ph: 0452-3687917"
207,Buchanan PLC Clinic,"No.53, 43, Gandhi New Street, Hospital Road, Coonoor, Nilgiris, Tamil Nadu - 643121. Ph: 0423-7579503"
208,Hall-Mcdonald Clinic,"No.869/1, 21, Perumal West Street, Medical College Road, Thiruvaiyaru, Thanjavur, Tamil Nadu - 613002. Ph: 04362-4040759"
209,"Henson, Mcintyre and Cordova Clinic","No.364/2, 23, Anna 3rd Street, Bypass Road, Kodaikanal, Dindigul, Tamil Nadu - 624512. Ph: 0451-5442851"
210,Nelson Inc Clinic,"No.31/A, 49, Murugan 2nd Street, Hospital Road, Karaikudi, Sivaganga, Tamil Nadu - 630388. Ph: 04575-6907223"
211,Roberts PLC Clinic,"No.542/B, 37, Indira Anna Street, Gandhi Nagar, Thirumayam, Pudukottai, Tamil Nadu - 622031. Ph: 04322-9822966"
212,Robinson PLC Clinic,"No.146/B, 40, Perumal Big Street, OMR Road, Thirukalukundram, Chengalpet, Tamil Nadu - 603062. Ph: 044-2934344"
213,"Harmon, Saunders and Ford Clinic","No.419/B, 43, Mariamman Bazaar Street, Mill Street, Dharapuram, Tiruppur, Tamil Nadu - 641664. Ph: 0421-9816232"
214,Chang-Cooley Clinic,"No.723/1, 22, Patel Main Road, Market Street, Arcot, Ranipet, Tamil Nadu - 632424. Ph: 04172-9008047"
215,Morton Group Clinic,"No.420, 29, Indira Raja Street, Trichy Road, Karambakudi, Pudukottai, Tamil Nadu - 622461. Ph: 04322-4877015"
216,"Dean, Scott and Contreras Clinic","No.142, 31, Murugan 2nd Street, Nagapattinam Road, Poompuhar, Mayiladuthurai, Tamil Nadu - 609710. Ph: 04364-6020933"
217,Bray and Sons Clinic,"No.476/B, 45, APJ Kalam Main Road, Gandhi Nagar, Arcot, Vellore, Tamil Nadu - 632006. Ph: 0416-2177445"
218,"Evans, Stephenson and Hill Clinic","No.643, 42, Vinayagar Cross Street, Club Road, Coonoor, Nilgiris, Tamil Nadu - 643151. Ph: 0423-3729016"
219,Mckenzie Inc Clinic,"No.481/2, 2, Rajaji Gandhi Road, Saradha College Road, Salem, Salem, Tamil Nadu - 636009. Ph: 0427-8253616"
220,"Davis, Russell and Rivas Clinic","No.238, 7, Ambedkar Hospital Road, Collectorate Road, Karambakudi, Pudukottai, Tamil Nadu - 622495. Ph: 04322-8215952"
221,Stevenson-Anderson Clinic,"No.153/B, 45, Rajaji 3rd Street, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-6971665"
222,Rodriguez Inc Clinic,"No.746/2, 37, Subash Raja Street, Nehru Street, Gandhipuram, Coimbatore, Tamil Nadu - 641067. Ph: 0422-2978291"
223,Scott-Brown Clinic,"No.171/A, 30, Bharathiar North Street, Salem Road, Namakkal, Namakkal, Tamil Nadu - 637220. Ph: 04286-9930712"
224,Williams Ltd Clinic,"No.674, 44, Vivekananda Gandhi Road, Subash Road, Chidambaram, Cuddalore, Tamil Nadu - 607736. Ph: 04142-5892629"
225,Kramer-Smith Clinic,"No.411/B, 17, Shiva Cross Street, DB Road, Tirupur, Coimbatore, Tamil Nadu - 641074. Ph: 0422-8504039"
226,Garcia-Adams Clinic,"No.64/A, 28, Periyar Bazaar Street, Station Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-2232109"
227,Schultz LLC Clinic,"No.14/B, 36, Rajaji Periyar Street, Car Street, Mayiladuthurai, Mayiladuthurai, Tamil Nadu - 609681. Ph: 04364-3236868"
228,Garcia Ltd Clinic,"No.539/B, 22, Rajaji 1st Street, Bangalore Road, Denkanikottai, Krishnagiri, Tamil Nadu - 635040. Ph: 04343-4830500"
229,Bowen Group Clinic,"No.624/2, 34, Perumal East Street, Kangeyam Road, Tiruppur, Tiruppur, Tamil Nadu - 641633. Ph: 0421-5023878"
230,Davis-Blake Clinic,"No.735/1, 11, Murugan School Road, Periyar Bus Stand Road, Vadipatti, Madurai, Tamil Nadu - 625022. Ph: 0452-3218398"
231,Moore Ltd Clinic,"No.28/B, 12, Perumal East Street, 2nd Cross Street, Chennai, Chennai, Tamil Nadu - 600073. Ph: 044-6653571"
232,"Lee, Graham and Davis Clinic","No.680, 42, Perumal Gandhi Road, North Veli Street, Usilampatti, Madurai, Tamil Nadu - 625015. Ph: 0452-2298477"
233,Lowery and Sons Clinic,"No.87/1, 41, Kamaraj North Street, Hospital Street, Tharangambadi, Nagapattinam, Tamil Nadu - 611052. Ph: 04365-2768813"
234,"Walker, Randall and Wood Clinic","No.687/1, 37, Rajiv North Street, Hospital Road, Cuddalore, Cuddalore, Tamil Nadu - 607141. Ph: 04142-4099068"
235,Greene-Winters Clinic,"No.513, 25, Bharathiar Ambedkar Road, Palpannai, Trichy, Tiruchirappalli, Tamil Nadu - 620018. Ph: 0431-6354453"
236,Pena-Burnett Clinic,"No.771/A, 8, Rajiv Hospital Road, Periyar Bus Stand Road, Usilampatti, Madurai, Tamil Nadu - 625001. Ph: 0452-6805242"
237,Coffey-Martinez Clinic,"No.680/1, 48, Bharathiar Old Street, Palani Road, Vedasandur, Dindigul, Tamil Nadu - 624581. Ph: 0451-6507650"
238,"Reynolds, Hicks and Rodriguez Clinic","No.432/1, 35, Murugan East Street, Salem Road, Namakkal, Namakkal, Tamil Nadu - 637180. Ph: 04286-6471862"
239,Flowers-Williams Clinic,"No.2/A, 11, Patel Cross Street, Kamaraj Salai, Melur, Madurai, Tamil Nadu - 625009. Ph: 0452-7929976"
240,Ford-Dickerson Clinic,"No.685, 41, Patel North Street, Nehru Street, Mylapore, Chennai, Tamil Nadu - 600092. Ph: 044-4578602"
241,Browning Ltd Clinic,"No.685, 23, Kamaraj Market Street, Erode Road, Kadavur, Karur, Tamil Nadu - 639047. Ph: 04324-4209196"
242,Miller-Walker Clinic,"No.623, 4, Gandhi Tank Street, Palladam Road, Dharapuram, Tiruppur, Tamil Nadu - 641638. Ph: 0421-5814411"
243,Shaffer-Boyle Clinic,"No.186/A, 29, MGR Periyar Street, Nehru Street, Mettupalayam, Coimbatore, Tamil Nadu - 641066. Ph: 0422-3740116"
244,Rodriguez Ltd Clinic,"No.208, 49, Kamaraj Kovil Street, Bangalore Road, Hosur, Krishnagiri, Tamil Nadu - 635050. Ph: 04343-9272142"
245,Robinson Inc Clinic,"No.579/1, 49, Patel Big Street, Mill Street, Kangeyam, Tiruppur, Tamil Nadu - 641617. Ph: 0421-7042010"
246,Simpson Inc Clinic,"No.394/2, 4, Kamaraj East Street, Station Road, Kancheepuram, Kancheepuram, Tamil Nadu - 631533. Ph: 044-8783905"
247,Jacobs-Clark Clinic,"No.873, 7, APJ Kalam Kamaraj Road, Palayamkottai Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628895. Ph: 0461-9145702"
248,"Ward, Allen and Sullivan Clinic","No.626/2, 22, Nehru Anna Street, GST Road, Tambaram, Chennai, Tamil Nadu - 600020. Ph: 044-4719830"
249,Yoder Inc Clinic,"No.444, 16, APJ Kalam Gandhi Road, Vellore Road, Polur, Tiruvannamalai, Tamil Nadu - 606718. Ph: 04175-7505549"
250,Schneider-Williams Clinic,"No.919, 18, Shiva 3rd Street, Railway Station Road, Dindigul, Dindigul, Tamil Nadu - 624116. Ph: 0451-2673266"
251,Bates-Yoder Clinic,"No.695, 31, MGR Gandhi Road, Trichy Road, Kodaikanal, Dindigul, Tamil Nadu - 624116. Ph: 0451-4603546"
252,Bullock-Bailey Clinic,"No.689, 16, Rajiv 1st Street, Commercial Road, Kotagiri, Nilgiris, Tamil Nadu - 643189. Ph: 0423-3549683"
253,Sanchez LLC Clinic,"No.565/1, 31, Mariamman Main Road, Bypass Road, Sholinghur, Ranipet, Tamil Nadu - 632487. Ph: 04172-9612596"
254,Gross-Rodriguez Clinic,"No.701, 11, APJ Kalam Gandhi Road, Palladam Road, Palladam, Tiruppur, Tamil Nadu - 641613. Ph: 0421-2060454"
255,English-Willis Clinic,"No.101/A, 33, APJ Kalam 2nd Street, Cauvery Road, Erode, Erode, Tamil Nadu - 638006. Ph: 0424-5186329"
256,Davis Ltd Clinic,"No.346, 37, Nehru Tank Street, VOC Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628847. Ph: 0461-5367333"
257,"Jackson, Yang and Wilson Clinic","No.734/1, 26, Vivekananda Kovil Street, Shevapet, Suramangalam, Salem, Tamil Nadu - 636013. Ph: 0427-3920632"
258,Dyer and Sons Clinic,"No.981/B, 49, Mariamman Main Road, Hospital Road, Jayankondam, Ariyalur, Tamil Nadu - 621728. Ph: 04329-4346189"
259,Rangel and Sons Clinic,"No.370, 23, Nehru Market Street, Oppanakara Street, RS Puram, Coimbatore, Tamil Nadu - 641010. Ph: 0422-2408836"
260,"Nguyen, Rice and Clark Clinic","No.671/2, 36, Nehru 3rd Street, Kalam Road, Rameswaram, Ramanathapuram, Tamil Nadu - 623804. Ph: 04567-2964080"
261,"Medina, Randall and Anderson Clinic","No.981/A, 40, Indira 2nd Street, Girivalam Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606708. Ph: 04175-7153501"
262,Patel LLC Clinic,"No.64/2, 36, Vinayagar Anna Street, Mount Road, Velachery, Chennai, Tamil Nadu - 600060. Ph: 044-3814877"
263,Perez-Thomas Clinic,"No.559/1, 12, Kamaraj Raja Street, South Veli Street, Vadipatti, Madurai, Tamil Nadu - 625018. Ph: 0452-6189060"
264,"Barron, Mckinney and Ruiz Clinic","No.454/A, 18, Bharathiar 1st Street, Market Road, Karur, Karur, Tamil Nadu - 639052. Ph: 04324-3982981"
265,"Ross, Green and Perez Clinic","No.94/2, 34, Subash Kovil Street, GST Road, Pondicherry Border, Chengalpet, Tamil Nadu - 603058. Ph: 044-4295944"
266,Guerra and Sons Clinic,"No.652, 6, Periyar Ambedkar Road, Kamaraj Road, Kangeyam, Tiruppur, Tamil Nadu - 641652. Ph: 0421-2504034"
267,Atkinson-Powell Clinic,"No.383/B, 27, Kamaraj Old Street, Hospital Road, Pandalur, Nilgiris, Tamil Nadu - 643036. Ph: 0423-6530362"
268,Craig-Mccoy Clinic,"No.200/1, 17, Ambedkar Old Street, Mattuthavani Road, Melur, Madurai, Tamil Nadu - 625013. Ph: 0452-6264774"
269,"Rodriguez, Thomas and Hernandez Clinic","No.896/2, 31, Indira Hospital Road, Nehru Street, Sulur, Coimbatore, Tamil Nadu - 641035. Ph: 0422-2809138"
270,"Quinn, Davis and Brown Clinic","No.274/2, 36, Indira Ambedkar Road, Harbour Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628067. Ph: 0461-3284793"
271,Luna-Horton Clinic,"No.309/1, 34, APJ Kalam 2nd Street, 2nd Cross Street, Chromepet, Chennai, Tamil Nadu - 600022. Ph: 044-3507445"
272,Jones PLC Clinic,"No.387, 37, Periyar Anna Street, Mount Road, Anna Nagar, Chennai, Tamil Nadu - 600022. Ph: 044-9148570"
273,Ward-Bryant Clinic,"No.58/1, 47, Vinayagar West Street, Kamaraj Road, Uthukuli, Tiruppur, Tamil Nadu - 641672. Ph: 0421-8958866"
274,Gilbert-Hill Clinic,"No.892/B, 15, Mariamman Ambedkar Road, High Ground Road, Tirunelveli, Tirunelveli, Tamil Nadu - 627008. Ph: 0462-8414129"
275,"Webster, Valencia and Alexander Clinic","No.998/A, 47, APJ Kalam Ambedkar Road, Palpannai, Kulithalai, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-2226846"
276,Davila and Sons Clinic,"No.268/A, 3, Anna Bazaar Street, Mathur Road, Krishnagiri, Krishnagiri, Tamil Nadu - 635080. Ph: 04343-5286128"
277,Thomas-Juarez Clinic,"No.378, 16, Mariamman School Road, Mattuthavani Road, Madurai, Madurai, Tamil Nadu - 625002. Ph: 0452-2225147"
278,Hoover and Sons Clinic,"No.246/A, 47, Anna Old Street, Market Street, Alangulam, Tenkasi, Tamil Nadu - 627813. Ph: 04633-9440908"
279,Phelps PLC Clinic,"No.356, 21, Murugan Kamaraj Road, Club Road, Kotagiri, Nilgiris, Tamil Nadu - 643076. Ph: 0423-7550946"
280,"Alvarez, Fisher and Burke Clinic","No.201/A, 21, Rajiv Big Street, Five Roads, Kondalampatti, Salem, Tamil Nadu - 636006. Ph: 0427-3149993"
281,"Diaz, Perry and Torres Clinic","No.511/B, 12, Shiva Periyar Street, Mattuthavani Road, Madurai, Madurai, Tamil Nadu - 625011. Ph: 0452-2712673"
282,"Gardner, Frey and Hill Clinic","No.40/2, 16, Ambedkar Periyar Street, Hospital Street, Nannilam, Tiruvarur, Tamil Nadu - 614034. Ph: 04366-2804690"
283,"Davis, Gonzalez and Ellis Clinic","No.340/B, 27, Gandhi Bazaar Street, Madurai Road, Karaikudi, Sivaganga, Tamil Nadu - 630482. Ph: 04575-9457019"
284,Smith-Jimenez Clinic,"No.26/1, 1, Nehru 2nd Street, High Ground Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627005. Ph: 0462-5990397"
285,Shannon-Mcdonald Clinic,"No.48, 21, Indira Main Road, Mattuthavani Road, Melur, Madurai, Tamil Nadu - 625013. Ph: 0452-6764946"
286,"Whitaker, Mccoy and Sullivan Clinic","No.373, 4, Bharathiar Tank Street, Hospital Road, Tenkasi, Tenkasi, Tamil Nadu - 627823. Ph: 04633-3402333"
287,"Prince, Cross and Warren Clinic","No.779/2, 39, Vivekananda Bazaar Street, Nehru Street, Annur, Coimbatore, Tamil Nadu - 641020. Ph: 0422-6547626"
288,Roberts PLC Clinic,"No.163/2, 30, Vinayagar Kamaraj Road, Mannargudi Road, Nannilam, Tiruvarur, Tamil Nadu - 613626. Ph: 04366-8003734"
289,"Pruitt, Bryant and Powell Clinic","No.949/A, 35, Nehru Gandhi Road, Nehru Street, Avadi, Chennai, Tamil Nadu - 600052. Ph: 044-7576961"
290,Thompson Ltd Clinic,"No.318, 28, Rajaji West Street, Maruthamalai Road, Mettupalayam, Coimbatore, Tamil Nadu - 641072. Ph: 0422-5878916"
291,Carter-Stewart Clinic,"No.51/A, 39, Anna East Street, Market Street, Nemili, Ranipet, Tamil Nadu - 632406. Ph: 04172-3581113"
292,Lawrence-Gomez Clinic,"No.568/B, 16, Shiva Main Road, Kumaran Road, Avinashi, Tiruppur, Tamil Nadu - 641652. Ph: 0421-9106867"
293,Morales-Rodriguez Clinic,"No.269, 39, Gandhi 3rd Street, Salem Road, Kurumbalur, Perambalur, Tamil Nadu - 621140. Ph: 04328-5796910"
294,Stephens-Green Clinic,"No.268/1, 45, Gandhi 3rd Street, Cuddalore Road, Ulundurpet, Villupuram, Tamil Nadu - 605152. Ph: 04146-2747521"
295,Ellison-Crane Clinic,"No.911, 4, Shiva East Street, Erode Road, Karur, Karur, Tamil Nadu - 639124. Ph: 04324-8466131"
296,Hernandez Group Clinic,"No.288/1, 33, APJ Kalam Raja Street, Salai Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620010. Ph: 0431-2756400"
297,Shields-Rogers Clinic,"No.964/1, 32, Subash Kamaraj Road, Bay View Road, Kamuthi, Ramanathapuram, Tamil Nadu - 623764. Ph: 04567-5025944"
298,Johnson-Quinn Clinic,"No.797/1, 39, Ambedkar Big Street, Trichy Road, Veppanthattai, Perambalur, Tamil Nadu - 621217. Ph: 04328-4314183"
299,Ramos Inc Clinic,"No.777/B, 44, Bharathiar Market Street, North Veli Street, Melur, Madurai, Tamil Nadu - 625021. Ph: 0452-2518683"
300,Johnson-Wallace Clinic,"No.71/1, 7, Vinayagar Market Street, SIPCOT Road, Denkanikottai, Krishnagiri, Tamil Nadu - 635039. Ph: 04343-5799547"
301,Velasquez-Davis Clinic,"No.120/2, 45, Rajaji Nehru Street, Five Roads, Mettur, Salem, Tamil Nadu - 636009. Ph: 0427-9098465"
302,Hart Ltd Clinic,"No.625, 2, Nehru School Road, Bypass Road, Krishnarayapuram, Karur, Tamil Nadu - 639091. Ph: 04324-3978133"
303,Miller-Nguyen Clinic,"No.866/2, 1, APJ Kalam Kamaraj Road, Race Course Road, Pollachi, Coimbatore, Tamil Nadu - 641088. Ph: 0422-7928515"
304,Brown Ltd Clinic,"No.450, 16, MGR Gandhi Road, Market Street, Poompuhar, Mayiladuthurai, Tamil Nadu - 609170. Ph: 04364-9792160"
305,Duncan-Lewis Clinic,"No.967/B, 31, APJ Kalam Main Road, Thiruvalluvar Salai, Chidambaram, Cuddalore, Tamil Nadu - 607118. Ph: 04142-3576839"
306,Jackson LLC Clinic,"No.393/2, 20, Periyar School Road, Mathur Road, Denkanikottai, Krishnagiri, Tamil Nadu - 635102. Ph: 04343-7725566"
307,Hughes-Jackson Clinic,"No.177/B, 21, Ambedkar Old Street, Big Bazaar Street, Annur, Coimbatore, Tamil Nadu - 641082. Ph: 0422-7621576"
308,Harris-Cook Clinic,"No.989/B, 34, Kamaraj 2nd Street, Promenade Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620019. Ph: 0431-7716366"
309,Daniels Ltd Clinic,"No.888/A, 22, Mariamman Gandhi Road, Villupuram Road, Kallakurichi, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-3267013"
310,Clark-Meyer Clinic,"No.512/B, 45, Perumal East Street, 1st Main Road, Nungambakkam, Chennai, Tamil Nadu - 600032. Ph: 044-3764853"
311,Gonzalez Ltd Clinic,"No.287/1, 43, Rajaji South Street, Palpannai, Kulithalai, Tiruchirappalli, Tamil Nadu - 620004. Ph: 0431-2654471"
312,"Joseph, Rivas and Avila Clinic","No.822/1, 41, Indira 2nd Street, Big Bazaar Street, Annur, Coimbatore, Tamil Nadu - 641059. Ph: 0422-6414304"
313,"Love, Valenzuela and Gonzalez Clinic","No.806/2, 15, Periyar Old Street, Big Bazaar Street, Saibaba Colony, Coimbatore, Tamil Nadu - 641022. Ph: 0422-5811491"
314,Payne-Jackson Clinic,"No.529, 4, Periyar 3rd Street, Cumbum Road, Bodinayakanur, Theni, Tamil Nadu - 625542. Ph: 04546-4299257"
315,Marshall-Tate Clinic,"No.340/A, 49, Subash Big Street, Melapalayam, Cheranmahadevi, Tirunelveli, Tamil Nadu - 627011. Ph: 0462-3811647"
316,Smith Inc Clinic,"No.397, 50, Vinayagar Old Street, 2nd Cross Street, Royapettah, Chennai, Tamil Nadu - 600037. Ph: 044-8098708"
317,Johnson-Lee Clinic,"No.296/A, 43, Patel Gandhi Road, Kumaran Road, Avinashi, Tiruppur, Tamil Nadu - 641632. Ph: 0421-5065951"
318,Ingram and Sons Clinic,"No.522/A, 38, Mariamman Cross Street, Bharathidasan Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620017. Ph: 0431-6959839"
319,Sanford-Lopez Clinic,"No.837/2, 45, Gandhi Raja Street, Bypass Road, Kadayanallur, Tenkasi, Tamil Nadu - 627814. Ph: 04633-9037513"
320,"Webb, Skinner and Gonzalez Clinic","No.773/2, 49, MGR Hospital Road, Bypass Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606504. Ph: 04175-5561342"
321,Wells-Stewart Clinic,"No.347, 11, Anna New Street, Sathyamangalam Road, Coimbatore, Coimbatore, Tamil Nadu - 641005. Ph: 0422-8771430"
322,"Bush, Wallace and Silva Clinic","No.874/B, 22, Murugan New Street, Bypass Road, Karur, Karur, Tamil Nadu - 639021. Ph: 04324-7087555"
323,"Smith, Ward and Zavala Clinic","No.774, 30, Vivekananda Hospital Road, Collectorate Road, Aranthangi, Pudukottai, Tamil Nadu - 622086. Ph: 04322-6472315"
