id,drug_name,generic_name,drug_strength,dosage_type,clinic
510,Metformin,Cetirizine,650mg,Tablet,1414
511,Aspirin,Metformin,250mg,Tablet,19341
512,Cetirizine,Metformin,250mg,Injection,11709
513,Cetirizine,Ibuprofen,5ml,Syrup,16299
514,Cetirizine,Ibuprofen,5ml,Injection,4334
515,Metformin,Ibuprofen,250mg,Injection,11740
516,Cetirizine,Cetirizine,5ml,Capsule,4352
517,Cetirizine,Cetirizine,5ml,Injection,15864
518,Ibuprofen,Paracetamol,5ml,Syrup,11542
519,Cetirizine,Metformin,250mg,Syrup,14538
520,Metformin,Metformin,500mg,Tablet,12316
521,Ibuprofen,Metformin,5ml,Syrup,7041
522,Ibuprofen,Aspirin,500mg,Injection,16665
523,Cetirizine,Cetirizine,650mg,Syrup,4625
524,Ibuprofen,Ibuprofen,5ml,Injection,9445
525,Amoxicillin,Paracetamol,250mg,Tablet,8793
526,Amoxicillin,Cetirizine,650mg,Tablet,11459
527,Amoxicillin,Aspirin,250mg,Capsule,15758
528,Aspirin,Metformin,500mg,Syrup,6104
529,Ibuprofen,Paracetamol,5ml,Tablet,14803
530,Ibuprofen,Cetirizine,250mg,Syrup,11109
531,Paracetamol,Amoxicillin,5ml,Tablet,12525
532,Amoxicillin,Aspirin,650mg,Syrup,12579
533,Cetirizine,Metformin,5ml,Syrup,14004
534,Amoxicillin,Paracetamol,5ml,Injection,10601
535,Cetirizine,Paracetamol,250mg,Injection,17089
536,Aspirin,Aspirin,650mg,Tablet,18951
537,Cetirizine,Aspirin,5ml,Capsule,18171
538,Amoxicillin,Metformin,250mg,Injection,16157
539,Amoxicillin,Amoxicillin,650mg,Tablet,11817
540,Ibuprofen,Amoxicillin,500mg,Syrup,3150
541,Amoxicillin,Amoxicillin,650mg,Injection,4928
542,Paracetamol,Cetirizine,250mg,Tablet,9320
543,Cetirizine,Metformin,650mg,Capsule,3782
544,Aspirin,Cetirizine,500mg,Injection,15319
545,Metformin,Aspirin,650mg,Syrup,13706
546,Cetirizine,Aspirin,650mg,Injection,10712
547,Metformin,Cetirizine,500mg,Injection,18031
548,Amoxicillin,Paracetamol,500mg,Tablet,8287
549,Amoxicillin,Ibuprofen,250mg,Capsule,17395
550,Cetirizine,Cetirizine,250mg,Tablet,14604
551,Aspirin,Metformin,5ml,Syrup,12632
552,Metformin,Ibuprofen,5ml,Tablet,2101
553,Amoxicillin,Metformin,500mg,Syrup,5964
554,Metformin,Paracetamol,5ml,Capsule,19820
555,Ibuprofen,Cetirizine,500mg,Tablet,10822
556,Ibuprofen,Ibuprofen,500mg,Injection,10693
557,Paracetamol,Cetirizine,250mg,Syrup,16001
558,Metformin,Cetirizine,250mg,Capsule,3392
559,Aspirin,Metformin,5ml,Capsule,3443
560,Paracetamol,Metformin,650mg,Syrup,4977
561,Amoxicillin,Ibuprofen,250mg,Syrup,8262
562,Aspirin,Cetirizine,500mg,Capsule,15686
563,Metformin,Cetirizine,500mg,Injection,13195
564,Amoxicillin,Amoxicillin,500mg,Syrup,13418
565,Cetirizine,Ibuprofen,650mg,Capsule,3644
566,Ibuprofen,Cetirizine,650mg,Injection,16213
567,Cetirizine,Paracetamol,500mg,Tablet,1752
568,Metformin,Ibuprofen,5ml,Injection,2736
569,Aspirin,Paracetamol,5ml,Tablet,6981
570,Ibuprofen,Amoxicillin,250mg,Injection,19264
571,Paracetamol,Paracetamol,5ml,Capsule,3476
572,Cetirizine,Metformin,250mg,Injection,5957
573,Metformin,Ibuprofen,500mg,Capsule,15199
574,Amoxicillin,Metformin,250mg,Injection,18998
575,Paracetamol,Paracetamol,5ml,Injection,5346
576,Amoxicillin,Aspirin,5ml,Capsule,13365
577,Paracetamol,Amoxicillin,500mg,Injection,4143
578,Amoxicillin,Cetirizine,500mg,Tablet,7929
579,Cetirizine,Cetirizine,650mg,Capsule,2765
580,Paracetamol,Metformin,650mg,Injection,3350
581,Ibuprofen,Amoxicillin,500mg,Injection,8001
582,Cetirizine,Metformin,500mg,Capsule,2130
583,Paracetamol,Ibuprofen,5ml,Capsule,9495
584,Cetirizine,Cetirizine,500mg,Capsule,10356
585,Ibuprofen,Cetirizine,250mg,Tablet,14380
586,Metformin,Ibuprofen,500mg,Injection,7208
587,Aspirin,Aspirin,250mg,Capsule,15036
588,Aspirin,Metformin,650mg,Syrup,2788
589,Ibuprofen,Ibuprofen,250mg,Injection,1340
590,Amoxicillin,Paracetamol,650mg,Syrup,7139
591,Metformin,Metformin,5ml,Syrup,3151
592,Aspirin,Paracetamol,5ml,Capsule,9375
593,Metformin,Ibuprofen,250mg,Syrup,18033
594,Amoxicillin,Cetirizine,250mg,Capsule,1205
595,Cetirizine,Cetirizine,500mg,Tablet,9600
596,Cetirizine,Ibuprofen,650mg,Syrup,7882
597,Cetirizine,Paracetamol,5ml,Tablet,4569
598,Amoxicillin,Aspirin,500mg,Tablet,4085
599,Aspirin,Metformin,250mg,Tablet,8526
600,Cetirizine,Paracetamol,250mg,Syrup,8168
601,Ibuprofen,Metformin,250mg,Tablet,5127
602,Ibuprofen,Aspirin,500mg,Syrup,11964
603,Paracetamol,Paracetamol,500mg,Syrup,10529
604,Paracetamol,Amoxicillin,500mg,Syrup,6798
605,Paracetamol,Amoxicillin,500mg,Syrup,6167
606,Cetirizine,Cetirizine,650mg,Capsule,4765
607,Ibuprofen,Ibuprofen,500mg,Capsule,722
608,Amoxicillin,Metformin,500mg,Capsule,11997
609,Aspirin,Metformin,650mg,Syrup,18457
610,Aspirin,Ibuprofen,650mg,Syrup,18628
611,Aspirin,Paracetamol,650mg,Syrup,4632
612,Paracetamol,Cetirizine,5ml,Syrup,19924
613,Aspirin,Aspirin,650mg,Tablet,9600
614,Metformin,Amoxicillin,250mg,Tablet,17895
615,Ibuprofen,Cetirizine,650mg,Syrup,11334
616,Paracetamol,Metformin,650mg,Syrup,3178
617,Ibuprofen,Paracetamol,5ml,Tablet,2932
618,Amoxicillin,Metformin,5ml,Syrup,19066
619,Ibuprofen,Metformin,250mg,Injection,5820
620,Aspirin,Cetirizine,650mg,Capsule,10753
621,Paracetamol,Metformin,5ml,Capsule,2801
622,Metformin,Paracetamol,650mg,Syrup,9768
623,Ibuprofen,Amoxicillin,500mg,Syrup,4400
624,Aspirin,Cetirizine,250mg,Capsule,12254
625,Paracetamol,Amoxicillin,500mg,Tablet,18793
626,Ibuprofen,Ibuprofen,250mg,Syrup,16894
627,Cetirizine,Cetirizine,650mg,Syrup,3675
628,Amoxicillin,Aspirin,5ml,Syrup,3907
629,Amoxicillin,Paracetamol,500mg,Capsule,6884
630,Aspirin,Ibuprofen,250mg,Tablet,15146
631,Amoxicillin,Paracetamol,500mg,Syrup,17829
632,Metformin,Metformin,650mg,Capsule,6513
633,Amoxicillin,Ibuprofen,500mg,Injection,10605
634,Ibuprofen,Amoxicillin,250mg,Syrup,12757
635,Ibuprofen,Metformin,650mg,Capsule,6060
636,Cetirizine,Cetirizine,650mg,Syrup,14039
637,Amoxicillin,Metformin,500mg,Tablet,15519
638,Ibuprofen,Aspirin,500mg,Capsule,19512
639,Aspirin,Amoxicillin,650mg,Injection,7825
640,Cetirizine,Aspirin,5ml,Tablet,9633
641,Cetirizine,Ibuprofen,250mg,Injection,4277
642,Metformin,Paracetamol,250mg,Tablet,9237
643,Cetirizine,Cetirizine,5ml,Syrup,17480
644,Amoxicillin,Paracetamol,5ml,Capsule,16664
645,Cetirizine,Metformin,5ml,Capsule,7814
646,Aspirin,Cetirizine,500mg,Injection,1782
647,Cetirizine,Metformin,250mg,Injection,4110
648,Aspirin,Paracetamol,500mg,Capsule,6360
649,Ibuprofen,Cetirizine,500mg,Tablet,7769
650,Amoxicillin,Aspirin,500mg,Syrup,326
651,Amoxicillin,Metformin,5ml,Capsule,2989
652,Aspirin,Ibuprofen,250mg,Injection,15338
653,Metformin,Aspirin,250mg,Tablet,1237
654,Amoxicillin,Ibuprofen,5ml,Injection,14384
655,Cetirizine,Ibuprofen,5ml,Tablet,4530
656,Paracetamol,Ibuprofen,250mg,Syrup,19842
657,Amoxicillin,Cetirizine,5ml,Capsule,12959
658,Aspirin,Aspirin,250mg,Tablet,8546
659,Paracetamol,Metformin,5ml,Injection,3948
660,Ibuprofen,Ibuprofen,5ml,Capsule,2474
661,Ibuprofen,Amoxicillin,500mg,Syrup,3838
662,Aspirin,Metformin,250mg,Capsule,8856
663,Cetirizine,Amoxicillin,500mg,Capsule,12416
664,Ibuprofen,Aspirin,5ml,Capsule,12331
665,Metformin,Aspirin,5ml,Capsule,19818
666,Aspirin,Metformin,650mg,Capsule,3374
667,Amoxicillin,Paracetamol,250mg,Capsule,4583
668,Paracetamol,Ibuprofen,500mg,Injection,12669
669,Amoxicillin,Amoxicillin,650mg,Tablet,9440
670,Ibuprofen,Aspirin,250mg,Tablet,11845
671,Paracetamol,Cetirizine,500mg,Injection,1602
672,Ibuprofen,Ibuprofen,650mg,Syrup,2936
673,Ibuprofen,Metformin,250mg,Tablet,18841
674,Amoxicillin,Cetirizine,650mg,Tablet,17158
675,Amoxicillin,Ibuprofen,650mg,Capsule,9809
676,Amoxicillin,Aspirin,250mg,Syrup,4396
677,Cetirizine,Amoxicillin,650mg,Tablet,14649
678,Metformin,Amoxicillin,5ml,Capsule,8000
679,Paracetamol,Metformin,250mg,Injection,13414
680,Metformin,Amoxicillin,5ml,Capsule,7505
681,Aspirin,Ibuprofen,250mg,Capsule,19055
682,Amoxicillin,Metformin,250mg,Capsule,630
683,Metformin,Metformin,5ml,Capsule,15763
684,Metformin,Aspirin,250mg,Tablet,14565
685,Amoxicillin,Amoxicillin,500mg,Syrup,4071
686,Amoxicillin,Ibuprofen,500mg,Tablet,8557
687,Paracetamol,Paracetamol,650mg,Tablet,13479
688,Ibuprofen,Ibuprofen,5ml,Tablet,4194
689,Amoxicillin,Amoxicillin,500mg,Syrup,14279
690,Paracetamol,Paracetamol,650mg,Capsule,2182
691,Paracetamol,Ibuprofen,650mg,Tablet,17686
692,Amoxicillin,Cetirizine,250mg,Injection,3725
693,Aspirin,Cetirizine,5ml,Syrup,4128
694,Amoxicillin,Amoxicillin,250mg,Syrup,13033
695,Metformin,Cetirizine,250mg,Tablet,9631
696,Paracetamol,Aspirin,250mg,Capsule,17272
697,Ibuprofen,Ibuprofen,500mg,Capsule,12039
698,Amoxicillin,Aspirin,500mg,Injection,16566
699,Ibuprofen,Aspirin,5ml,Syrup,346
700,Amoxicillin,Paracetamol,250mg,Injection,7814
701,Paracetamol,Metformin,250mg,Capsule,19182
702,Metformin,Amoxicillin,500mg,Capsule,17798
703,Cetirizine,Paracetamol,500mg,Tablet,1278
704,Amoxicillin,Aspirin,500mg,Capsule,17293
705,Cetirizine,Amoxicillin,500mg,Tablet,10638
706,Amoxicillin,Amoxicillin,650mg,Injection,12723
707,Cetirizine,Aspirin,250mg,Capsule,13659
708,Paracetamol,Cetirizine,5ml,Tablet,3357
709,Amoxicillin,Paracetamol,5ml,Tablet,2980
710,Cetirizine,Cetirizine,650mg,Syrup,1311
711,Paracetamol,Metformin,250mg,Injection,11625
712,Cetirizine,Ibuprofen,5ml,Capsule,9795
713,Aspirin,Amoxicillin,500mg,Injection,3680
714,Amoxicillin,Amoxicillin,5ml,Capsule,18208
715,Paracetamol,Amoxicillin,500mg,Capsule,10973
716,Ibuprofen,Ibuprofen,500mg,Tablet,15835
717,Metformin,Cetirizine,250mg,Tablet,12313
718,Metformin,Cetirizine,650mg,Capsule,2082
719,Cetirizine,Ibuprofen,250mg,Capsule,2834
720,Paracetamol,Amoxicillin,650mg,Capsule,19281
721,Cetirizine,Amoxicillin,650mg,Syrup,8859
722,Cetirizine,Aspirin,5ml,Capsule,18552
723,Cetirizine,Cetirizine,5ml,Capsule,7010
724,Amoxicillin,Amoxicillin,5ml,Injection,15285
725,Paracetamol,Amoxicillin,5ml,Injection,19034
726,Amoxicillin,Metformin,5ml,Tablet,15285
727,Cetirizine,Metformin,5ml,Tablet,9320
728,Metformin,Ibuprofen,650mg,Injection,15003
729,Paracetamol,Metformin,500mg,Injection,8800
730,Metformin,Ibuprofen,5ml,Tablet,2878
731,Amoxicillin,Cetirizine,500mg,Injection,10876
732,Ibuprofen,Cetirizine,250mg,Syrup,8873
733,Amoxicillin,Metformin,5ml,Capsule,1103
734,Amoxicillin,Amoxicillin,5ml,Capsule,10512
735,Ibuprofen,Ibuprofen,500mg,Syrup,5994
736,Cetirizine,Cetirizine,650mg,Tablet,17442
737,Aspirin,Metformin,250mg,Injection,18991
738,Metformin,Ibuprofen,500mg,Capsule,5406
739,Paracetamol,Cetirizine,500mg,Tablet,3049
740,Ibuprofen,Amoxicillin,5ml,Injection,9232
741,Aspirin,Ibuprofen,650mg,Tablet,1262
742,Amoxicillin,Cetirizine,650mg,Capsule,10815
743,Amoxicillin,Metformin,5ml,Tablet,18335
744,Aspirin,Ibuprofen,650mg,Injection,19483
745,Aspirin,Amoxicillin,250mg,Syrup,4750
746,Ibuprofen,Ibuprofen,250mg,Injection,18238
747,Metformin,Ibuprofen,250mg,Tablet,4019
748,Cetirizine,Metformin,500mg,Capsule,10736
749,Metformin,Ibuprofen,5ml,Injection,10187
750,Paracetamol,Cetirizine,250mg,Capsule,10737
751,Cetirizine,Aspirin,500mg,Tablet,3889
752,Ibuprofen,Amoxicillin,650mg,Injection,17707
753,Paracetamol,Ibuprofen,650mg,Capsule,10334
754,Metformin,Ibuprofen,500mg,Capsule,11684
755,Aspirin,Amoxicillin,650mg,Syrup,2470
756,Aspirin,Aspirin,500mg,Tablet,4815
757,Paracetamol,Amoxicillin,250mg,Capsule,8899
758,Aspirin,Paracetamol,5ml,Capsule,6373
759,Aspirin,Paracetamol,500mg,Injection,6023
760,Metformin,Paracetamol,650mg,Syrup,2850
761,Paracetamol,Amoxicillin,5ml,Syrup,15773
762,Cetirizine,Cetirizine,650mg,Syrup,19317
763,Metformin,Metformin,250mg,Tablet,17043
764,Paracetamol,Aspirin,650mg,Syrup,5678
765,Aspirin,Aspirin,250mg,Tablet,679
766,Aspirin,Ibuprofen,500mg,Injection,15808
767,Cetirizine,Aspirin,500mg,Tablet,6751
768,Ibuprofen,Ibuprofen,500mg,Capsule,1337
769,Cetirizine,Aspirin,650mg,Tablet,14013
770,Cetirizine,Metformin,650mg,Injection,12094
771,Aspirin,Paracetamol,650mg,Capsule,18945
772,Cetirizine,Ibuprofen,250mg,Capsule,18852
773,Paracetamol,Metformin,500mg,Capsule,5815
774,Cetirizine,Paracetamol,500mg,Capsule,12811
775,Ibuprofen,Metformin,500mg,Syrup,7110
776,Paracetamol,Paracetamol,5ml,Tablet,4112
777,Paracetamol,Aspirin,5ml,Injection,4253
778,Ibuprofen,Aspirin,650mg,Capsule,16074
779,Aspirin,Ibuprofen,500mg,Tablet,14065
780,Aspirin,Cetirizine,500mg,Capsule,13382
781,Ibuprofen,Ibuprofen,250mg,Capsule,10628
782,Amoxicillin,Amoxicillin,5ml,Capsule,8038
783,Metformin,Amoxicillin,5ml,Tablet,4915
784,Aspirin,Aspirin,250mg,Syrup,923
785,Metformin,Metformin,650mg,Syrup,18485
786,Cetirizine,Cetirizine,650mg,Injection,18552
787,Cetirizine,Paracetamol,5ml,Injection,831
788,Amoxicillin,Cetirizine,500mg,Capsule,9874
789,Ibuprofen,Paracetamol,500mg,Syrup,6546
790,Amoxicillin,Cetirizine,250mg,Tablet,19733
791,Amoxicillin,Cetirizine,5ml,Tablet,18840
792,Aspirin,Ibuprofen,250mg,Syrup,77
793,Paracetamol,Amoxicillin,250mg,Syrup,2007
794,Paracetamol,Paracetamol,250mg,Tablet,17690
795,Aspirin,Aspirin,650mg,Tablet,2891
796,Metformin,Metformin,650mg,Capsule,18559
797,Cetirizine,Amoxicillin,500mg,Capsule,19396
798,Aspirin,Ibuprofen,650mg,Capsule,8320
799,Aspirin,Cetirizine,500mg,Capsule,12119
800,Paracetamol,Amoxicillin,650mg,Injection,3350
801,Cetirizine,Metformin,500mg,Tablet,16311
802,Metformin,Metformin,650mg,Capsule,2501
803,Metformin,Ibuprofen,250mg,Syrup,17429
804,Ibuprofen,Ibuprofen,500mg,Syrup,5978
805,Metformin,Paracetamol,250mg,Tablet,3588
806,Ibuprofen,Paracetamol,250mg,Capsule,13272
807,Aspirin,Aspirin,500mg,Injection,7782
808,Cetirizine,Aspirin,5ml,Tablet,4406
809,Ibuprofen,Metformin,650mg,Capsule,15954
810,Paracetamol,Amoxicillin,250mg,Capsule,903
811,Metformin,Cetirizine,650mg,Syrup,8743
812,Metformin,Paracetamol,5ml,Syrup,3032
813,Aspirin,Cetirizine,650mg,Tablet,16572
814,Paracetamol,Aspirin,500mg,Capsule,10916
815,Metformin,Paracetamol,650mg,Capsule,4550
816,Cetirizine,Ibuprofen,500mg,Injection,3655
817,Amoxicillin,Cetirizine,5ml,Tablet,5868
818,Ibuprofen,Aspirin,650mg,Syrup,5285
819,Cetirizine,Aspirin,5ml,Tablet,13349
820,Amoxicillin,Cetirizine,250mg,Injection,18974
821,Ibuprofen,Aspirin,250mg,Syrup,3716
822,Paracetamol,Paracetamol,250mg,Tablet,17419
823,Metformin,Metformin,5ml,Capsule,8010
824,Paracetamol,Metformin,250mg,Syrup,19575
825,Aspirin,Amoxicillin,5ml,Syrup,4080
826,Cetirizine,Ibuprofen,250mg,Tablet,1371
827,Amoxicillin,Ibuprofen,500mg,Syrup,18584
828,Paracetamol,Ibuprofen,500mg,Syrup,7146
829,Ibuprofen,Amoxicillin,5ml,Capsule,11697
830,Paracetamol,Amoxicillin,650mg,Syrup,4796
831,Cetirizine,Cetirizine,5ml,Syrup,19289
832,Cetirizine,Ibuprofen,500mg,Tablet,8744
833,Amoxicillin,Ibuprofen,650mg,Capsule,11253
834,Paracetamol,Aspirin,250mg,Injection,1811
835,Metformin,Cetirizine,500mg,Capsule,17171
836,Cetirizine,Amoxicillin,650mg,Tablet,5352
837,Paracetamol,Metformin,250mg,Injection,12369
838,Paracetamol,Metformin,250mg,Injection,10446
839,Metformin,Paracetamol,250mg,Tablet,7150
840,Metformin,Paracetamol,650mg,Syrup,2919
841,Amoxicillin,Ibuprofen,5ml,Syrup,19329
842,Amoxicillin,Aspirin,5ml,Tablet,5735
843,Metformin,Metformin,250mg,Capsule,19262
844,Amoxicillin,Paracetamol,500mg,Syrup,17942
845,Paracetamol,Metformin,5ml,Tablet,6117
846,Paracetamol,Paracetamol,250mg,Injection,9368
847,Paracetamol,Aspirin,500mg,Capsule,11115
848,Cetirizine,Amoxicillin,5ml,Injection,17242
849,Ibuprofen,Aspirin,250mg,Tablet,12262
850,Metformin,Amoxicillin,650mg,Tablet,16
851,Cetirizine,Aspirin,5ml,Capsule,12497
852,Ibuprofen,Ibuprofen,650mg,Injection,15778
853,Paracetamol,Aspirin,500mg,Injection,19280
854,Paracetamol,Ibuprofen,250mg,Capsule,8204
855,Paracetamol,Aspirin,650mg,Injection,5767
856,Cetirizine,Ibuprofen,500mg,Tablet,6021
857,Ibuprofen,Paracetamol,250mg,Syrup,14578
858,Ibuprofen,Ibuprofen,650mg,Capsule,10571
859,Paracetamol,Paracetamol,250mg,Syrup,1576
860,Aspirin,Paracetamol,5ml,Syrup,15975
861,Ibuprofen,Metformin,500mg,Tablet,2257
862,Cetirizine,Amoxicillin,500mg,Capsule,7213
863,Cetirizine,Paracetamol,250mg,Capsule,2314
864,Cetirizine,Amoxicillin,650mg,Tablet,3946
865,Cetirizine,Amoxicillin,500mg,Capsule,15129
866,Paracetamol,Metformin,650mg,Injection,1727
867,Amoxicillin,Metformin,650mg,Capsule,15521
868,Cetirizine,Ibuprofen,650mg,Syrup,3639
869,Ibuprofen,Amoxicillin,650mg,Tablet,5417
870,Paracetamol,Ibuprofen,5ml,Tablet,5567
871,Amoxicillin,Cetirizine,500mg,Syrup,7734
872,Aspirin,Amoxicillin,650mg,Tablet,14447
873,Cetirizine,Ibuprofen,5ml,Injection,13511
874,Metformin,Ibuprofen,250mg,Syrup,3435
875,Cetirizine,Metformin,500mg,Tablet,13081
876,Amoxicillin,Ibuprofen,5ml,Injection,6406
877,Aspirin,Aspirin,250mg,Tablet,990
878,Cetirizine,Ibuprofen,5ml,Tablet,7808
879,Paracetamol,Aspirin,250mg,Tablet,7704
880,Amoxicillin,Cetirizine,650mg,Tablet,8148
881,Cetirizine,Paracetamol,500mg,Syrup,3253
882,Metformin,Cetirizine,650mg,Syrup,15040
883,Cetirizine,Ibuprofen,500mg,Tablet,12462
884,Aspirin,Metformin,250mg,Tablet,12579
885,Ibuprofen,Metformin,500mg,Syrup,7689
886,Cetirizine,Metformin,250mg,Tablet,15739
887,Ibuprofen,Aspirin,250mg,Tablet,11427
888,Amoxicillin,Ibuprofen,650mg,Tablet,10087
889,Amoxicillin,Cetirizine,650mg,Tablet,17622
890,Paracetamol,Cetirizine,250mg,Injection,17986
891,Amoxicillin,Aspirin,650mg,Syrup,6516
892,Paracetamol,Metformin,650mg,Injection,6823
893,Paracetamol,Paracetamol,5ml,Capsule,11212
894,Metformin,Ibuprofen,500mg,Capsule,3553
895,Paracetamol,Cetirizine,650mg,Tablet,1987
896,Cetirizine,Ibuprofen,500mg,Syrup,9819
897,Paracetamol,Amoxicillin,250mg,Syrup,12801
898,Amoxicillin,Metformin,5ml,Injection,7928
899,Metformin,Paracetamol,5ml,Capsule,11724
900,Metformin,Aspirin,650mg,Capsule,6419
901,Paracetamol,Cetirizine,500mg,Tablet,16145
902,Cetirizine,Metformin,650mg,Syrup,1356
903,Amoxicillin,Amoxicillin,500mg,Syrup,16195
904,Metformin,Cetirizine,250mg,Injection,15372
905,Ibuprofen,Ibuprofen,250mg,Capsule,2636
906,Ibuprofen,Metformin,5ml,Syrup,854
907,Paracetamol,Amoxicillin,650mg,Capsule,7897
908,Aspirin,Metformin,5ml,Tablet,10490
909,Metformin,Aspirin,250mg,Injection,15367
910,Ibuprofen,Metformin,650mg,Capsule,6394
911,Ibuprofen,Ibuprofen,250mg,Injection,9573
912,Aspirin,Metformin,250mg,Syrup,17130
913,Amoxicillin,Ibuprofen,5ml,Tablet,2748
914,Cetirizine,Amoxicillin,500mg,Syrup,2488
915,Amoxicillin,Aspirin,250mg,Injection,16648
916,Paracetamol,Paracetamol,250mg,Injection,8507
917,Metformin,Paracetamol,650mg,Syrup,11633
918,Ibuprofen,Amoxicillin,250mg,Injection,15063
919,Amoxicillin,Aspirin,5ml,Syrup,10953
920,Ibuprofen,Cetirizine,500mg,Syrup,17711
921,Cetirizine,Aspirin,250mg,Injection,9251
922,Aspirin,Amoxicillin,650mg,Injection,1938
923,Ibuprofen,Paracetamol,5ml,Tablet,7862
924,Aspirin,Metformin,500mg,Capsule,18929
925,Cetirizine,Amoxicillin,5ml,Tablet,11028
926,Ibuprofen,Paracetamol,250mg,Injection,4391
927,Paracetamol,Cetirizine,5ml,Syrup,6320
928,Metformin,Ibuprofen,5ml,Capsule,4571
929,Paracetamol,Metformin,5ml,Capsule,7961
930,Cetirizine,Metformin,250mg,Tablet,10452
931,Cetirizine,Amoxicillin,500mg,Injection,19367
932,Aspirin,Aspirin,650mg,Syrup,10916
933,Cetirizine,Cetirizine,500mg,Syrup,10228
934,Amoxicillin,Aspirin,650mg,Syrup,10572
935,Cetirizine,Paracetamol,250mg,Capsule,16989
936,Ibuprofen,Paracetamol,250mg,Injection,6043
937,Paracetamol,Ibuprofen,500mg,Syrup,6829
938,Paracetamol,Cetirizine,500mg,Syrup,15633
939,Ibuprofen,Aspirin,5ml,Syrup,1595
940,Cetirizine,Aspirin,250mg,Injection,12831
941,Cetirizine,Cetirizine,500mg,Capsule,19686
942,Amoxicillin,Amoxicillin,250mg,Syrup,14862
943,Paracetamol,Paracetamol,250mg,Syrup,15989
944,Cetirizine,Amoxicillin,500mg,Tablet,11445
945,Amoxicillin,Cetirizine,250mg,Tablet,16239
946,Ibuprofen,Aspirin,500mg,Injection,10856
947,Amoxicillin,Ibuprofen,5ml,Injection,974
948,Metformin,Metformin,250mg,Capsule,18552
949,Paracetamol,Metformin,5ml,Capsule,21
950,Aspirin,Aspirin,5ml,Syrup,15743
951,Metformin,Amoxicillin,5ml,Tablet,18012
952,Cetirizine,Aspirin,5ml,Syrup,7326
953,Aspirin,Paracetamol,5ml,Tablet,1047
954,Amoxicillin,Paracetamol,500mg,Tablet,16596
955,Amoxicillin,Cetirizine,500mg,Syrup,13124
956,Metformin,Aspirin,500mg,Syrup,7279
957,Aspirin,Paracetamol,250mg,Capsule,8573
958,Paracetamol,Aspirin,500mg,Capsule,7699
959,Ibuprofen,Paracetamol,500mg,Tablet,10719
960,Cetirizine,Aspirin,650mg,Injection,10901
961,Paracetamol,Metformin,650mg,Injection,8848
962,Amoxicillin,Cetirizine,650mg,Injection,12497
963,Aspirin,Ibuprofen,250mg,Capsule,14204
964,Amoxicillin,Paracetamol,5ml,Injection,11511
965,Paracetamol,Ibuprofen,250mg,Syrup,4122
966,Paracetamol,Ibuprofen,650mg,Capsule,1496
967,Metformin,Amoxicillin,5ml,Tablet,16395
968,Paracetamol,Cetirizine,500mg,Injection,16307
969,Amoxicillin,Paracetamol,250mg,Syrup,797
970,Cetirizine,Ibuprofen,650mg,Injection,5771
971,Ibuprofen,Ibuprofen,250mg,Injection,16303
972,Metformin,Aspirin,5ml,Tablet,5443
973,Paracetamol,Metformin,5ml,Injection,20
974,Ibuprofen,Cetirizine,250mg,Capsule,17929
975,Ibuprofen,Aspirin,5ml,Tablet,5961
976,Cetirizine,Amoxicillin,650mg,Syrup,10392
977,Amoxicillin,Aspirin,5ml,Tablet,9566
978,Cetirizine,Amoxicillin,5ml,Capsule,6721
979,Paracetamol,Aspirin,5ml,Capsule,10060
980,Metformin,Paracetamol,500mg,Injection,9531
981,Paracetamol,Metformin,5ml,Syrup,17668
982,Cetirizine,Ibuprofen,5ml,Syrup,5441
983,Metformin,Aspirin,5ml,Tablet,19924
984,Ibuprofen,Aspirin,250mg,Capsule,14028
985,Paracetamol,Ibuprofen,250mg,Tablet,4021
986,Aspirin,Metformin,500mg,Capsule,13591
987,Paracetamol,Amoxicillin,650mg,Syrup,15579
988,Ibuprofen,Metformin,500mg,Injection,16548
989,Metformin,Cetirizine,5ml,Capsule,15080
990,Aspirin,Ibuprofen,250mg,Capsule,18557
991,Aspirin,Metformin,250mg,Capsule,13982
992,Amoxicillin,Ibuprofen,650mg,Tablet,15383
993,Ibuprofen,Amoxicillin,250mg,Capsule,4641
994,Cetirizine,Paracetamol,500mg,Syrup,6670
995,Metformin,Aspirin,500mg,Tablet,4097
996,Metformin,Ibuprofen,500mg,Syrup,3988
997,Amoxicillin,Ibuprofen,5ml,Injection,15954
998,Ibuprofen,Aspirin,500mg,Capsule,868
999,Paracetamol,Metformin,5ml,Tablet,15410
1000,Paracetamol,Aspirin,5ml,Injection,2157
1001,Aspirin,Ibuprofen,5ml,Capsule,16594
1002,Ibuprofen,Aspirin,650mg,Tablet,14465
1003,Paracetamol,Aspirin,250mg,Injection,8840
1004,Aspirin,Ibuprofen,250mg,Syrup,19596
1005,Ibuprofen,Ibuprofen,5ml,Capsule,4168
1006,Metformin,Metformin,500mg,Injection,12826
1007,Ibuprofen,Metformin,250mg,Tablet,14686
1008,Aspirin,Amoxicillin,500mg,Tablet,15775
1009,Cetirizine,Cetirizine,250mg,Syrup,13702
1010,Amoxicillin,Amoxicillin,650mg,Capsule,15663
1011,Amoxicillin,Ibuprofen,5ml,Syrup,6885
1012,Paracetamol,Metformin,5ml,Injection,11537
1013,Amoxicillin,Paracetamol,500mg,Capsule,10685
1014,Metformin,Metformin,500mg,Capsule,17377
1015,Aspirin,Aspirin,500mg,Tablet,10197
1016,Paracetamol,Paracetamol,500mg,Tablet,4028
