id,clinic_name,clinic_address_1
169,"Dougherty-Mclaughlin Clinic","No.362, 9, Vivekananda Tank Street, Palayamkottai Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628574. Ph: 0461-3125503"
170,"Davis-Rojas Clinic","No.518, 18, Mariamman Kovil Street, Old Bus Stand Road, Krishnarayapuram, Karur, Tamil Nadu - 639117. Ph: 04324-2991371"
171,"Glass, Owens and Hines Clinic","No.350, 36, MGR North Street, Mathur Road, Bargur, Krishnagiri, Tamil Nadu - 635105. Ph: 04343-4144432"
172,"Wiley Ltd Clinic","No.63/B, 37, Rajiv Old Street, Mill Street, Tiruppur, Tiruppur, Tamil Nadu - 641617. Ph: 0421-2838012"
173,"Daniel Ltd Clinic","No.409/2, 14, MGR Gandhi Road, 2nd Cross Street, Perambur, Chennai, Tamil Nadu - 600092. Ph: 044-3388885"
174,"Moran, Fernandez and Harris Clinic","No.72/A, 18, Vinayagar Main Road, Palladam Road, Dharapuram, Tiruppur, Tamil Nadu - 641648. Ph: 0421-3207831"
175,"Thompson, Daniels and Russell Clinic","No.767, 37, Shiva Main Road, Big Bazaar Street, Annur, Coimbatore, Tamil Nadu - 641004. Ph: 0422-4319115"
176,"Hayes, Gallegos and Poole Clinic","No.394/1, 18, Subash Big Street, Market Street, Ariyalur, Ariyalur, Tamil Nadu - 621727. Ph: 04329-2425938"
177,"Stewart, Davis and Ross Clinic","No.978, 46, Perumal 2nd Street, Courtallam Road, Sankarankovil, Tenkasi, Tamil Nadu - 627829. Ph: 04633-4245641"
178,"Herring-Lawson Clinic","No.957/1, 20, APJ Kalam 3rd Street, Old Trunk Road, Avinashi, Tiruppur, Tamil Nadu - 641643. Ph: 0421-8511804"
179,"Ross and Sons Clinic","No.215/2, 5, Kamaraj East Street, Five Roads, Fairlands, Salem, Tamil Nadu - 636002. Ph: 0427-8021458"
180,"Rogers-Thompson Clinic","No.757/2, 38, Subash New Street, Perundurai Road, Perundurai, Erode, Tamil Nadu - 638009. Ph: 0424-7224641"
181,"Lawrence LLC Clinic","No.349, 49, Vivekananda School Road, Hospital Road, Budalur, Thanjavur, Tamil Nadu - 613007. Ph: 04362-6459852"
182,"Wise Inc Clinic","No.997, 26, Vivekananda Bazaar Street, Kangeyam Road, Dharapuram, Tiruppur, Tamil Nadu - 641618. Ph: 0421-4459135"
183,"Fitzgerald PLC Clinic","No.897, 16, Kamaraj New Street, Gandhi Nagar, Ambattur, Chennai, Tamil Nadu - 600019. Ph: 044-6346043"
184,"Garner, Williams and Khan Clinic","No.284/2, 14, Rajaji School Road, Villupuram Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606211. Ph: 04151-8728722"
185,"Bell-Murphy Clinic","No.681/B, 33, Kamaraj North Street, Old Bus Stand Road, Palani, Dindigul, Tamil Nadu - 624392. Ph: 0451-7425821"
186,"Clark LLC Clinic","No.327/B, 11, Anna 3rd Street, Netaji Street, Neyveli, Cuddalore, Tamil Nadu - 607095. Ph: 04142-6370471"
187,"Greene, Barnes and Peters Clinic","No.748/B, 48, Bharathiar Ambedkar Road, Kangeyam Road, Udumalpet, Tiruppur, Tamil Nadu - 641666. Ph: 0421-6144547"
188,"Anderson Group Clinic","No.963/1, 48, Patel 2nd Street, Brough Road, Sathyamangalam, Erode, Tamil Nadu - 638010. Ph: 0424-8579670"
189,"Meyers and Sons Clinic","No.990, 3, Rajaji South Street, Salem Road, Tindivanam, Villupuram, Tamil Nadu - 605426. Ph: 04146-2557689"
190,"Hull-Kim Clinic","No.856, 38, Kamaraj Main Road, Brough Road, Gobichettipalayam, Erode, Tamil Nadu - 638001. Ph: 0424-2649574"
191,"Gill-Charles Clinic","No.694/A, 40, Periyar Gandhi Road, Promenade Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620011. Ph: 0431-9653591"
192,"Drake-Sparks Clinic","No.694, 18, Murugan Nehru Street, Bypass Road, Karur, Karur, Tamil Nadu - 639104. Ph: 04324-9443148"
193,"Adkins, Vargas and Nelson Clinic","No.865, 43, Rajiv Tank Street, Promenade Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620013. Ph: 0431-9293546"
194,"Jones LLC Clinic","No.188, 32, Kamaraj Main Road, Big Bazaar Street, Kinathukadavu, Coimbatore, Tamil Nadu - 641049. Ph: 0422-8472688"
195,"Maldonado LLC Clinic","No.903, 28, Murugan School Road, Old Trunk Road, Uthukuli, Tiruppur, Tamil Nadu - 641639. Ph: 0421-5697293"
196,"Charles, Green and Maxwell Clinic","No.486/B, 45, Vivekananda Tank Street, Bye Pass Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627011. Ph: 0462-6325994"
197,"Green-Mcguire Clinic","No.910/B, 46, Subash Market Street, Bypass Road, KK Nagar, Madurai, Tamil Nadu - 625009. Ph: 0452-6241433"
198,"Henson Ltd Clinic","No.85/1, 19, Patel Ambedkar Road, Cauvery Road, Gobichettipalayam, Erode, Tamil Nadu - 638006. Ph: 0424-6923453"
199,"Mckenzie, Valdez and Lindsey Clinic","No.434/2, 49, Kamaraj East Street, Poonamallee High Road, Velachery, Chennai, Tamil Nadu - 600118. Ph: 044-4251063"
200,"Martinez Group Clinic","No.204, 14, Nehru East Street, Palladam Road, Kangeyam, Tiruppur, Tamil Nadu - 641613. Ph: 0421-2769323"
201,"Bryan and Sons Clinic","No.729, 26, Perumal Old Street, Bypass Road, Usilampatti, Madurai, Tamil Nadu - 625006. Ph: 0452-5650318"
202,"Roberts-Roman Clinic","No.720, 25, Murugan Anna Street, Old Bus Stand Road, Denkanikottai, Krishnagiri, Tamil Nadu - 635077. Ph: 04343-6112699"
203,"Nguyen LLC Clinic","No.243/1, 21, Nehru Gandhi Road, Race Course Road, Annur, Coimbatore, Tamil Nadu - 641100. Ph: 0422-4084650"
204,"Scott, Gomez and Collins Clinic","No.165/A, 41, Bharathiar 2nd Street, Hospital Street, Tiruvarur, Tiruvarur, Tamil Nadu - 611316. Ph: 04366-2426427"
205,"Bautista-Smith Clinic","No.599/B, 28, Vinayagar 2nd Street, Mill Street, Avinashi, Tiruppur, Tamil Nadu - 641679. Ph: 0421-2195735"
206,"Horton-Williams Clinic","No.196/1, 24, APJ Kalam 3rd Street, Trichy Road, Pudukkottai, Pudukottai, Tamil Nadu - 622359. Ph: 04322-9061107"
207,"Buchanan PLC Clinic","No.822, 39, Vinayagar 3rd Street, Poonamallee High Road, Adyar, Chennai, Tamil Nadu - 600005. Ph: 044-3231536"
208,"Hall-Mcdonald Clinic","No.921/1, 19, Subash 2nd Street, Chinthamani Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620004. Ph: 0431-8995404"
209,"Henson, Mcintyre and Cordova Clinic","No.214/2, 31, Vivekananda Old Street, Salem Road, Tindivanam, Villupuram, Tamil Nadu - 605169. Ph: 04146-6450942"
210,"Nelson Inc Clinic","No.21, 25, Murugan Old Street, Gandhi Road, Periyakulam, Theni, Tamil Nadu - 625568. Ph: 04546-7125240"
211,"Roberts PLC Clinic","No.236/1, 35, Gandhi Raja Street, Kumaran Road, Udumalpet, Tiruppur, Tamil Nadu - 641664. Ph: 0421-6472595"
212,"Robinson PLC Clinic","No.910/2, 22, Mariamman New Street, Chennai Road, Arni, Tiruvannamalai, Tamil Nadu - 606768. Ph: 04175-6249806"
213,"Harmon, Saunders and Ford Clinic","No.216/B, 23, Indira Old Street, Sainathapuram, Wallajah, Vellore, Tamil Nadu - 632005. Ph: 0416-8033321"
214,"Chang-Cooley Clinic","No.975/B, 31, Ambedkar Kamaraj Road, Market Street, Mandapam, Ramanathapuram, Tamil Nadu - 623748. Ph: 04567-5482251"
215,"Morton Group Clinic","No.214, 36, Shiva Hospital Road, Kalavasal, KK Nagar, Madurai, Tamil Nadu - 625004. Ph: 0452-8831297"
216,"Dean, Scott and Contreras Clinic","No.261/A, 37, Rajiv Periyar Street, Maruthamalai Road, Annur, Coimbatore, Tamil Nadu - 641083. Ph: 0422-5109470"
217,"Bray and Sons Clinic","No.475/1, 11, Shiva Gandhi Road, Junction Road, Ambasamudram, Tirunelveli, Tamil Nadu - 627009. Ph: 0462-9230674"
218,"Evans, Stephenson and Hill Clinic","No.853, 47, Gandhi Kovil Street, Perumal Koil Street, Rasipuram, Salem, Tamil Nadu - 636013. Ph: 0427-7583840"
219,"Mckenzie Inc Clinic","No.314/A, 28, Kamaraj Nehru Street, Gandhi Nagar, T.Nagar, Chennai, Tamil Nadu - 600049. Ph: 044-4203772"
220,"Davis, Russell and Rivas Clinic","No.140, 25, Patel South Street, Rockfort Road, Woraiyur, Tiruchirappalli, Tamil Nadu - 620021. Ph: 0431-9943994"
221,"Stevenson-Anderson Clinic","No.530/B, 21, Subash Anna Street, Market Street, Pappireddipatti, Dharmapuri, Tamil Nadu - 636761. Ph: 04342-7706797"
222,"Rodriguez Inc Clinic","No.45/1, 49, APJ Kalam Periyar Street, Bharathidasan Road, Trichy, Tiruchirappalli, Tamil Nadu - 620019. Ph: 0431-8906130"
223,"Scott-Brown Clinic","No.927/B, 38, Nehru Ambedkar Road, Kumaran Road, Tiruppur, Tiruppur, Tamil Nadu - 641633. Ph: 0421-4519439"
224,"Williams Ltd Clinic","No.119/2, 42, Rajaji Tank Street, Trichy Road, Andimadam, Ariyalur, Tamil Nadu - 621722. Ph: 04329-8783545"
225,"Kramer-Smith Clinic","No.527/1, 29, Indira Tank Street, Sathyamangalam Road, Pollachi, Coimbatore, Tamil Nadu - 641021. Ph: 0422-8877886"
226,"Garcia-Adams Clinic","No.256/1, 24, APJ Kalam Nehru Street, Market Street, Paramathi, Namakkal, Tamil Nadu - 637097. Ph: 04286-9992248"
227,"Schultz LLC Clinic","No.734, 25, Bharathiar Bazaar Street, 2nd Cross Street, Anna Nagar, Chennai, Tamil Nadu - 600020. Ph: 044-8618036"
228,"Garcia Ltd Clinic","No.606/B, 32, Periyar South Street, Vannarpettai, Cheranmahadevi, Tirunelveli, Tamil Nadu - 627006. Ph: 0462-7043889"
229,"Bowen Group Clinic","No.283, 26, Vivekananda Old Street, Kumbakonam Road, Tiruvarur, Tiruvarur, Tamil Nadu - 612474. Ph: 04366-4498795"
230,"Davis-Blake Clinic","No.101/1, 19, Mariamman 1st Street, Bypass Road, Arni, Tiruvannamalai, Tamil Nadu - 606604. Ph: 04175-2843786"
231,"Moore Ltd Clinic","No.950/B, 18, Vivekananda Kamaraj Road, Kilnathur Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606543. Ph: 04175-4730127"
232,"Lee, Graham and Davis Clinic","No.564, 1, Vivekananda 2nd Street, Gandhi Nagar, Vellore, Vellore, Tamil Nadu - 632008. Ph: 0416-9870352"
233,"Lowery and Sons Clinic","No.229, 40, Patel East Street, Gandhi Nagar, Kodambakkam, Chennai, Tamil Nadu - 600055. Ph: 044-2216065"
234,"Walker, Randall and Wood Clinic","No.917, 1, Perumal 2nd Street, Krishnagiri Road, Pappireddipatti, Dharmapuri, Tamil Nadu - 636779. Ph: 04342-4860707"
235,"Greene-Winters Clinic","No.322/A, 17, Kamaraj Ambedkar Road, Nethaji Road, Kangeyam, Erode, Tamil Nadu - 638002. Ph: 0424-5995609"
236,"Pena-Burnett Clinic","No.217/2, 12, Subash Hospital Road, Arcot Road, Gudiyatham, Vellore, Tamil Nadu - 632007. Ph: 0416-5612346"
237,"Coffey-Martinez Clinic","No.281, 48, Patel Market Street, Perundurai Road, Perundurai, Erode, Tamil Nadu - 638006. Ph: 0424-4811458"
238,"Reynolds, Hicks and Rodriguez Clinic","No.116, 25, Rajiv New Street, Nethaji Road, Erode, Erode, Tamil Nadu - 638003. Ph: 0424-5150881"
239,"Flowers-Williams Clinic","No.370/A, 46, Mariamman East Street, Beach Road, Rameswaram, Ramanathapuram, Tamil Nadu - 623605. Ph: 04567-3004728"
240,"Ford-Dickerson Clinic","No.465/A, 28, Periyar Anna Street, Gandhi Nagar, Aranthangi, Pudukottai, Tamil Nadu - 622087. Ph: 04322-3294748"
241,"Browning Ltd Clinic","No.382/2, 38, Shiva Kamaraj Road, Mount Road, Mylapore, Chennai, Tamil Nadu - 600020. Ph: 044-6542027"
242,"Miller-Walker Clinic","No.757, 38, Patel Ambedkar Road, Girivalam Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606266. Ph: 04175-2734419"
243,"Shaffer-Boyle Clinic","No.256/A, 20, Rajiv Nehru Street, Hospital Road, Ambur, Tirupathur, Tamil Nadu - 635819. Ph: 04179-9354012"
244,"Rodriguez Ltd Clinic","No.788/B, 46, APJ Kalam Cross Street, Kilnathur Road, Arni, Tiruvannamalai, Tamil Nadu - 606609. Ph: 04175-9045947"
245,"Robinson Inc Clinic","No.645, 25, Rajaji Hospital Road, Hospital Road, Vaniyambadi, Tirupathur, Tamil Nadu - 635760. Ph: 04179-2895464"
246,"Simpson Inc Clinic","No.649, 21, Shiva Periyar Street, Alagar Kovil Road, KK Nagar, Madurai, Tamil Nadu - 625022. Ph: 0452-5057176"
247,"Jacobs-Clark Clinic","No.2/A, 2, Ambedkar Periyar Street, Madurai Road, Manamadurai, Sivaganga, Tamil Nadu - 630147. Ph: 04575-7153857"
248,"Ward, Allen and Sullivan Clinic","No.618/A, 3, Nehru North Street, Mount Road, Chromepet, Chennai, Tamil Nadu - 600080. Ph: 044-8795169"
249,"Yoder Inc Clinic","No.408/B, 8, Anna 3rd Street, Old Bus Stand Road, Palani, Dindigul, Tamil Nadu - 624623. Ph: 0451-3632501"
250,"Schneider-Williams Clinic","No.954/A, 47, Rajaji Hospital Road, Maruthamalai Road, Sulur, Coimbatore, Tamil Nadu - 641112. Ph: 0422-3935480"
251,"Bates-Yoder Clinic","No.234/B, 44, Shiva Tank Street, Alagar Kovil Road, Vadipatti, Madurai, Tamil Nadu - 625020. Ph: 0452-5434661"
252,"Bullock-Bailey Clinic","No.966, 42, Gandhi Periyar Street, Old Mahabalipuram Road, Velachery, Chennai, Tamil Nadu - 600064. Ph: 044-6264021"
253,"Sanchez LLC Clinic","No.930/1, 49, Perumal Periyar Street, Shevapet, Fairlands, Salem, Tamil Nadu - 636007. Ph: 0427-9727617"
254,"Gross-Rodriguez Clinic","No.805, 16, Rajiv Old Street, Ammapet, Mettur, Salem, Tamil Nadu - 636013. Ph: 0427-4400557"
255,"English-Willis Clinic","No.109/1, 45, Ambedkar North Street, Nanjikottai Road, Thiruvaiyaru, Thanjavur, Tamil Nadu - 613010. Ph: 04362-7605678"
256,"Davis Ltd Clinic","No.787, 6, Vinayagar East Street, Maruthamalai Road, Annur, Coimbatore, Tamil Nadu - 641083. Ph: 0422-4452406"
257,"Jackson, Yang and Wilson Clinic","No.875, 32, Mariamman Ambedkar Road, Trichy Road, Pattukottai, Thanjavur, Tamil Nadu - 613004. Ph: 04362-8368344"
258,"Dyer and Sons Clinic","No.603/2, 41, Vivekananda Old Street, Beach Road, Vedaranyam, Nagapattinam, Tamil Nadu - 611070. Ph: 04365-6550484"
259,"Rangel and Sons Clinic","No.558/1, 11, Murugan Anna Street, Palpannai, Kulithalai, Tiruchirappalli, Tamil Nadu - 620001. Ph: 0431-9288123"
260,"Nguyen, Rice and Clark Clinic","No.985/B, 23, Vinayagar Cross Street, Kangeyam Road, Kangeyam, Tiruppur, Tamil Nadu - 641612. Ph: 0421-3641743"
261,"Medina, Randall and Anderson Clinic","No.36, 6, Shiva 1st Street, Sainathapuram, Katpadi, Vellore, Tamil Nadu - 632004. Ph: 0416-7998338"
262,"Patel LLC Clinic","No.82, 25, Indira Market Street, Medical College Road, Kumbakonam, Thanjavur, Tamil Nadu - 613009. Ph: 04362-9703595"
263,"Perez-Thomas Clinic","No.238/B, 50, Patel Kamaraj Road, Old Trunk Road, Uthukuli, Tiruppur, Tamil Nadu - 641632. Ph: 0421-7592639"
264,"Barron, Mckinney and Ruiz Clinic","No.495, 8, Mariamman Kovil Street, Five Roads, Salem, Salem, Tamil Nadu - 636010. Ph: 0427-8945125"
265,"Ross, Green and Perez Clinic","No.967/B, 10, Murugan Bazaar Street, Cross Cut Road, Pollachi, Coimbatore, Tamil Nadu - 641016. Ph: 0422-5148821"
266,"Guerra and Sons Clinic","No.422, 41, Indira South Street, Hospital Road, Udhagamandalam, Nilgiris, Tamil Nadu - 643165. Ph: 0423-9639630"
267,"Atkinson-Powell Clinic","No.947/1, 2, MGR Main Road, Bharathidasan Road, Perambalur, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-2144433"
268,"Craig-Mccoy Clinic","No.237, 14, Ambedkar Kamaraj Road, Hospital Road, Budalur, Thanjavur, Tamil Nadu - 613009. Ph: 04362-3002580"
269,"Rodriguez, Thomas and Hernandez Clinic","No.766/2, 41, Rajiv Raja Street, Oppanakara Street, Tirupur, Coimbatore, Tamil Nadu - 641111. Ph: 0422-7206993"
270,"Quinn, Davis and Brown Clinic","No.353/B, 18, Patel New Street, Courtallam Road, Sankarankovil, Tenkasi, Tamil Nadu - 627852. Ph: 04633-5900665"
271,"Luna-Horton Clinic","No.901, 50, Shiva Kovil Street, 2nd Cross Street, Royapettah, Chennai, Tamil Nadu - 600038. Ph: 044-2324727"
272,"Jones PLC Clinic","No.196, 13, Periyar New Street, Hospital Road, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609130. Ph: 04364-5766307"
273,"Ward-Bryant Clinic","No.474, 46, Patel School Road, North Veli Street, Vadipatti, Madurai, Tamil Nadu - 625008. Ph: 0452-8381489"
274,"Gilbert-Hill Clinic","No.910/2, 41, APJ Kalam Nehru Street, Hospital Road, Pattukottai, Thanjavur, Tamil Nadu - 613001. Ph: 04362-5910439"
275,"Webster, Valencia and Alexander Clinic","No.502/B, 29, Subash Raja Street, Race Course Road, Gandhipuram, Coimbatore, Tamil Nadu - 641009. Ph: 0422-3882758"
276,"Davila and Sons Clinic","No.272/B, 7, Vinayagar Nehru Street, Nehru Street, Gandhipuram, Coimbatore, Tamil Nadu - 641058. Ph: 0422-8213130"
277,"Thomas-Juarez Clinic","No.126/A, 43, Rajiv Kamaraj Road, Palpannai, KK Nagar, Tiruchirappalli, Tamil Nadu - 620024. Ph: 0431-8308127"
278,"Hoover and Sons Clinic","No.537, 50, Nehru South Street, Railway Station Road, Oddanchatram, Dindigul, Tamil Nadu - 624247. Ph: 0451-5787233"
279,"Phelps PLC Clinic","No.651, 45, Periyar New Street, South Veli Street, Arapalayam, Madurai, Tamil Nadu - 625003. Ph: 0452-7021407"
280,"Alvarez, Fisher and Burke Clinic","No.515/1, 22, Perumal 2nd Street, OMR Road, Pondicherry Border, Chengalpet, Tamil Nadu - 603087. Ph: 044-9715649"
281,"Diaz, Perry and Torres Clinic","No.311, 36, Anna Bazaar Street, Hospital Road, Tiruppattur, Sivaganga, Tamil Nadu - 630556. Ph: 04575-5505041"
282,"Gardner, Frey and Hill Clinic","No.180, 7, Periyar Cross Street, Hospital Road, Sivagiri, Tenkasi, Tamil Nadu - 627857. Ph: 04633-3080293"
283,"Davis, Gonzalez and Ellis Clinic","No.672, 14, Mariamman Bazaar Street, SIPCOT Road, Uthangarai, Krishnagiri, Tamil Nadu - 635125. Ph: 04343-3265557"
284,"Smith-Jimenez Clinic","No.283, 32, Rajaji Periyar Street, Arcot Road, Vellore, Vellore, Tamil Nadu - 632005. Ph: 0416-4878704"
285,"Shannon-Mcdonald Clinic","No.764, 40, Kamaraj Big Street, Alagar Kovil Road, Melur, Madurai, Tamil Nadu - 625016. Ph: 0452-7086761"
286,"Whitaker, Mccoy and Sullivan Clinic","No.687, 9, Rajaji Tank Street, Kangeyam Road, Palladam, Tiruppur, Tamil Nadu - 641681. Ph: 0421-6784172"
287,"Prince, Cross and Warren Clinic","No.231/B, 50, Patel Ambedkar Road, Old Trunk Road, Kangeyam, Tiruppur, Tamil Nadu - 641631. Ph: 0421-7901385"
288,"Roberts PLC Clinic","No.515/1, 8, Vinayagar Main Road, Trichy Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622062. Ph: 04322-8569734"
289,"Pruitt, Bryant and Powell Clinic","No.536, 50, Anna Main Road, Hospital Road, Sivagiri, Tenkasi, Tamil Nadu - 627859. Ph: 04633-4718084"
290,"Thompson Ltd Clinic","No.829, 7, APJ Kalam School Road, Muniaandi Street, Ramanathapuram, Ramanathapuram, Tamil Nadu - 623691. Ph: 04567-4598695"
291,"Carter-Stewart Clinic","No.756, 41, Rajiv Raja Street, Kamaraj Salai, Melur, Madurai, Tamil Nadu - 625019. Ph: 0452-3082661"
292,"Lawrence-Gomez Clinic","No.150/1, 39, Shiva Ambedkar Road, Trichy Road, Kodaikanal, Dindigul, Tamil Nadu - 624070. Ph: 0451-2989544"
293,"Morales-Rodriguez Clinic","No.885/2, 22, Periyar Anna Street, Rajiv Gandhi Salai, Porur, Chennai, Tamil Nadu - 600036. Ph: 044-4056283"
294,"Stephens-Green Clinic","No.370/A, 1, MGR Ambedkar Road, Mannargudi Road, Tiruvarur, Tiruvarur, Tamil Nadu - 612937. Ph: 04366-6480959"
295,"Ellison-Crane Clinic","No.770, 24, MGR North Street, Kamaraj Road, Palladam, Tiruppur, Tamil Nadu - 641665. Ph: 0421-5332577"
296,"Hernandez Group Clinic","No.750/A, 20, Patel Gandhi Road, Old Bus Stand Road, Kulithalai, Karur, Tamil Nadu - 639018. Ph: 04324-3094657"
297,"Shields-Rogers Clinic","No.959, 45, Murugan Nehru Street, Railway Station Road, Nilakottai, Dindigul, Tamil Nadu - 624204. Ph: 0451-8439194"
298,"Johnson-Quinn Clinic","No.816, 10, Subash Kovil Street, Car Street, Kollidam, Mayiladuthurai, Tamil Nadu - 609684. Ph: 04364-2318215"
299,"Ramos Inc Clinic","No.776/A, 47, Vivekananda Raja Street, Kumbakonam Road, Kollidam, Mayiladuthurai, Tamil Nadu - 609798. Ph: 04364-5518075"
300,"Johnson-Wallace Clinic","No.687/B, 47, Indira Periyar Street, Junction Main Road, Fairlands, Salem, Tamil Nadu - 636011. Ph: 0427-8230545"
301,"Velasquez-Davis Clinic","No.630/1, 23, MGR North Street, Cumbum Road, Andipatti, Theni, Tamil Nadu - 625529. Ph: 04546-2927081"
302,"Hart Ltd Clinic","No.3/B, 50, Anna Tank Street, Pillayar Koil Street, Sriperumbudur, Kancheepuram, Tamil Nadu - 631537. Ph: 044-2705445"
303,"Miller-Nguyen Clinic","No.487, 38, Ambedkar Old Street, Kumaran Road, Udumalpet, Tiruppur, Tamil Nadu - 641649. Ph: 0421-6640538"
304,"Brown Ltd Clinic","No.47, 23, Perumal Gandhi Road, Trichy Road, Perambalur, Perambalur, Tamil Nadu - 621191. Ph: 04328-6313314"
305,"Duncan-Lewis Clinic","No.849, 38, Rajaji West Street, Krishnagiri Road, Vaniyambadi, Tirupathur, Tamil Nadu - 635808. Ph: 04179-8366859"
306,"Jackson LLC Clinic","No.457, 40, Mariamman Tank Street, VOC Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628209. Ph: 0461-8267120"
307,"Hughes-Jackson Clinic","No.624, 31, Anna Anna Street, Nehru Street, Velachery, Chennai, Tamil Nadu - 600079. Ph: 044-4525755"
308,"Harris-Cook Clinic","No.626, 25, MGR Nehru Street, Cherry Road, Mettur, Salem, Tamil Nadu - 636015. Ph: 0427-9692747"
309,"Daniels Ltd Clinic","No.967/B, 22, Ambedkar 3rd Street, Trichy Road, Karaikudi, Sivaganga, Tamil Nadu - 630341. Ph: 04575-3194787"
310,"Clark-Meyer Clinic","No.607/1, 25, Perumal Market Street, Saradha College Road, Mettur, Salem, Tamil Nadu - 636001. Ph: 0427-8911981"
311,"Gonzalez Ltd Clinic","No.80/B, 44, Ambedkar South Street, 2nd Cross Street, Porur, Chennai, Tamil Nadu - 600116. Ph: 044-7020523"
312,"Joseph, Rivas and Avila Clinic","No.284, 23, Patel Tank Street, Oppanakara Street, Sulur, Coimbatore, Tamil Nadu - 641105. Ph: 0422-7076589"
313,"Love, Valenzuela and Gonzalez Clinic","No.647/2, 7, Rajiv 2nd Street, Mount Road, Perambur, Chennai, Tamil Nadu - 600021. Ph: 044-8456262"
314,"Payne-Jackson Clinic","No.272/B, 45, Gandhi Gandhi Road, Hospital Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622411. Ph: 04322-6540215"
315,"Marshall-Tate Clinic","No.992, 2, Ambedkar Hospital Road, Rajiv Gandhi Salai, Kodambakkam, Chennai, Tamil Nadu - 600038. Ph: 044-2022060"
316,"Smith Inc Clinic","No.355/A, 39, Kamaraj New Street, Brough Road, Sathyamangalam, Erode, Tamil Nadu - 638006. Ph: 0424-4444401"
317,"Johnson-Lee Clinic","No.674, 34, Patel Periyar Street, Kamaraj Road, Uthukuli, Tiruppur, Tamil Nadu - 641653. Ph: 0421-8954427"
318,"Ingram and Sons Clinic","No.639/2, 41, Subash Raja Street, Nehru Street, Kodambakkam, Chennai, Tamil Nadu - 600017. Ph: 044-9119946"
